menuRestaurantNom;menuRestaurantId;menuRestaurantIdType;menuRestaurantType;menuRestaurantConvive;menuDate;menuRepasType;menuPlatRegime;menuPlatType;menuPlatCode;menuPlatNom;menuplatlabellocal;menuplatlabelabio;menuplatlabelfaitmaison;menuplatlabelproduitsfermiers;menuplatlabelaoc;menuplatlabelaop;menuplatlabeligp;menuplatlabelvf;menuplatlabellabelrouge;menuCollNom;menuCollSiret;menuEtablissementNom;menuEtablissementSiret;menuPublicationDate
ECOLE VERNE;51;autre;maternelle;maternelle;2026-01-20;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;élémentaire;élémentaire;2026-01-20;déjeuner;sans exclusion;entrée;1;Salade verte aux croûtons;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-20;déjeuner;sans exclusion;garniture;4;Boulgour;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE VOLTAIRE;53;autre;maternelle;maternelle;2026-01-20;déjeuner;sans exclusion;dessert;7;Fromage blanc sucré et corn flakes;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MOLLIERES;148;autre;élémentaire;élémentaire;2026-01-20;déjeuner;sans exclusion;plat principal;2;Poisson sauce citron;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MOLLIERES;148;autre;maternelle;maternelle;2026-01-20;déjeuner;sans exclusion;dessert;7;Fromage blanc sucré et corn flakes;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PHILIPE;543;autre;maternelle;maternelle;2026-01-20;déjeuner;sans exclusion;entrée;1;Salade verte aux croûtons;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PHILIPE;543;autre;maternelle;maternelle;2026-01-20;déjeuner;sans exclusion;dessert;7;Fromage blanc sucré et corn flakes;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BENIER;3;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CUSSONNEAU P;5;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BLANCHERAIE;11;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BLANCHERAIE;11;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BLANCHERAIE;11;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BORDILLON;12;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BORDILLON;12;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE BROSSARD;13;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CHIRON;14;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CHIRON;14;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CHIRON;14;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CHIRON;14;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CLEMENT;15;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CLEMENT;15;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CLEMENT;15;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CONDORCET;17;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE CURIE;19;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DACIER;20;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FRATELLINI;21;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESCARTES;22;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESCARTES;22;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESCARTES;22;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE DESNOS;23;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FERRARO;24;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE FERRARO;24;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE GASNIER;25;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE HUGO;26;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE ISORET;27;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LAREVELLIERE;28;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LAREVELLIERE;28;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LAREVELLIERE;28;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LAREVELLIERE;28;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LEBAS;29;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LEBAS;29;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE LEBAS;29;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MAULEVRIES;30;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MAULEVRIES;30;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MAULEVRIES;30;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MAULEVRIES;30;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MAULEVRIES;30;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONET;33;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONET;33;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONET;33;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONET;33;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONET;33;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONET;33;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONTESQUIEU;35;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MONTESQUIEU;35;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;dessert;7;Orange;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MUSSET;37;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MUSSET;37;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MUSSET;37;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;plat principal;2;Rôti de boeuf;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MUSSET;37;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MUSSET;37;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MUSSET;37;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PAGNOL;38;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PARCHEMINERIE;39;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PARCHEMINERIE;39;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PERUSSAIE;40;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;entrée;1;Mousse de sardine;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PERUSSAIE;40;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PERUSSAIE;40;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE PERUSSAIE;40;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;pain qualité supérieure;12;Pain;;Agriculture biologique;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MANDELA;41;autre;élémentaire;élémentaire;2026-01-22;déjeuner;sans viande;plat principal;2;Oeuf dur;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MANDELA;41;autre;maternelle;maternelle;2026-01-22;déjeuner;sans exclusion;sauce;3;Sauce barbecue;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
ECOLE MANDELA;41;autre;maternelle;maternelle;2026-01-22;déjeuner;sans viande;garniture;4;Frites;;;;;;;;;;VILLE ANGERS;21490007800012;ANGERS LOIRE RESTAURATION;84097537900016;2026-01-06
